class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21
Chann,0.6619116067886353,0.8021429777145386,3.9166886267594236e-07,0.0,0.5907055735588074,0.779255747795105,-0.028277218341827393,0.0,0.5245006084442139,0.7308073043823242,-0.04504109546542168,0.0,0.4712977111339569,0.6952390074729919,-0.060867320746183395,0.0,0.4224318265914917,0.6759207844734192,-0.0768100917339325,0.0,0.5545076727867126,0.5690979361534119,-0.01761006750166416,0.0,0.5189725160598755,0.4834350049495697,-0.03638937324285507,0.0,0.5004570484161377,0.4284556210041046,-0.05381333827972412,0.0,0.4872335195541382,0.3816426396369934,-0.06697801500558853,0.0,0.5998620390892029,0.5438189506530762,-0.02103997953236103,0.0,0.587454080581665,0.43971431255340576,-0.03406829014420509,0.0,0.5841178894042969,0.37831729650497437,-0.046556539833545685,0.0,0.5833461284637451,0.33030784130096436,-0.05642082169651985,0.0,0.6443394422531128,0.5435521602630615,-0.029615599662065506,0.0,0.6429235339164734,0.44757765531539917,-0.045891158282756805,0.0,0.6413472890853882,0.3943364918231964,-0.05545349046587944,0.0,0.6386491060256958,0.34935262799263,-0.06213051453232765,0.0,0.688683032989502,0.5615243911743164,-0.04150233045220375,0.0,0.7047610282897949,0.48580554127693176,-0.05469929054379463,0.0,0.7138077020645142,0.4394638240337372,-0.058253783732652664,0.0,0.7187081575393677,0.39772114157676697,-0.06054122373461723,0.0
Chann,0.6817102432250977,0.8918797969818115,3.807792268162302e-07,0.0,0.6179620027542114,0.8879864811897278,-0.035895224660634995,0.0,0.5504570603370667,0.8433354496955872,-0.059644583612680435,0.0,0.49572208523750305,0.8081506490707397,-0.08024299144744873,0.0,0.44551193714141846,0.7866344451904297,-0.10139100253582001,0.0,0.5796874761581421,0.6792182922363281,-0.04656090587377548,0.0,0.5415932536125183,0.5751367807388306,-0.07267489284276962,0.0,0.5210880041122437,0.5157602429389954,-0.09169884771108627,0.0,0.5063298940658569,0.4663950204849243,-0.10563091188669205,0.0,0.6253029704093933,0.655317485332489,-0.04947029426693916,0.0,0.6069498658180237,0.5320069193840027,-0.07037659734487534,0.0,0.6025977730751038,0.4626532793045044,-0.08550771325826645,0.0,0.6029070615768433,0.411685049533844,-0.09724593162536621,0.0,0.6732376217842102,0.6574991345405579,-0.056533604860305786,0.0,0.6671545505523682,0.5402718782424927,-0.08003230392932892,0.0,0.6658449172973633,0.47577014565467834,-0.09372677654027939,0.0,0.6650705337524414,0.4241023063659668,-0.10369476675987244,0.0,0.7225419878959656,0.6784130334854126,-0.06651588529348373,0.0,0.7381083369255066,0.5908212661743164,-0.08855148404836655,0.0,0.7463658452033997,0.5368221402168274,-0.09697424620389938,0.0,0.7509015202522278,0.48995089530944824,-0.10264405608177185,0.0
Chann,0.7068197727203369,0.942488431930542,5.128434850121266e-07,0.0,0.6358940005302429,0.9262651801109314,-0.03249572589993477,0.0,0.5666022300720215,0.8745565414428711,-0.05449685826897621,0.0,0.5073072910308838,0.8370705842971802,-0.07398372888565063,0.0,0.45629218220710754,0.8105323910713196,-0.09350299090147018,0.0,0.5936932563781738,0.7071239948272705,-0.03495527431368828,0.0,0.5575555562973022,0.6067202687263489,-0.060123641043901443,0.0,0.5359309315681458,0.5441188216209412,-0.0806884691119194,0.0,0.5205981731414795,0.490577757358551,-0.0960494726896286,0.0,0.6399960517883301,0.6853715777397156,-0.039375387132167816,0.0,0.6224602460861206,0.5661871433258057,-0.059992361813783646,0.0,0.6172829270362854,0.4888703227043152,-0.07688187062740326,0.0,0.61572265625,0.42804384231567383,-0.08944864571094513,0.0,0.6889668107032776,0.6903590559959412,-0.04829072952270508,0.0,0.6849488019943237,0.5798320174217224,-0.07261956483125687,0.0,0.6834519505500793,0.5106872320175171,-0.08775070309638977,0.0,0.6817799806594849,0.45215916633605957,-0.09781304746866226,0.0,0.7387393712997437,0.7157598733901978,-0.05989886447787285,0.0,0.7549436092376709,0.6278355717658997,-0.08282709121704102,0.0,0.7652354836463928,0.5702590346336365,-0.09192706644535065,0.0,0.7724487781524658,0.5168336629867554,-0.09735323488712311,0.0
Chann,0.7196751832962036,0.9530483484268188,4.906848403152253e-07,0.0,0.6478965282440186,0.9283642768859863,-0.026295796036720276,0.0,0.5774474740028381,0.869970977306366,-0.04339579865336418,0.0,0.5196129679679871,0.8244184851646423,-0.059330862015485764,0.0,0.4691705107688904,0.7989808320999146,-0.07543788105249405,0.0,0.6106544137001038,0.7078025341033936,-0.02422809787094593,0.0,0.574729323387146,0.6049282550811768,-0.04603521525859833,0.0,0.5543864369392395,0.5410239696502686,-0.06415355205535889,0.0,0.5398553609848022,0.4868162274360657,-0.07813218235969543,0.0,0.6569380760192871,0.6866335868835449,-0.030638981610536575,0.0,0.6403108239173889,0.570196270942688,-0.04870924353599548,0.0,0.6351157426834106,0.4969419836997986,-0.06438304483890533,0.0,0.6328305006027222,0.43725261092185974,-0.07659254968166351,0.0,0.7045454978942871,0.6905006766319275,-0.041407275944948196,0.0,0.7024232745170593,0.5775584578514099,-0.06354256719350815,0.0,0.7021394371986389,0.5093251466751099,-0.07815585285425186,0.0,0.699920654296875,0.45114120841026306,-0.0886332169175148,0.0,0.7524010539054871,0.7141392230987549,-0.05441175773739815,0.0,0.771826982498169,0.6271511316299438,-0.07552933692932129,0.0,0.7835941910743713,0.5696123838424683,-0.08423295617103577,0.0,0.7910216450691223,0.5169952511787415,-0.0900065153837204,0.0
Chann,0.7757726907730103,0.9395718574523926,4.0713430848882126e-07,0.0,0.697226345539093,0.8985568284988403,-0.024854175746440887,0.0,0.6250295042991638,0.8305217027664185,-0.040083035826683044,0.0,0.5642532110214233,0.7875296473503113,-0.05516638234257698,0.0,0.5149726271629333,0.7711496353149414,-0.07072384655475616,0.0,0.6692026853561401,0.679813802242279,-0.01772855594754219,0.0,0.6446611285209656,0.5785531401634216,-0.04089530184864998,0.0,0.6271231174468994,0.5222070217132568,-0.06141757220029831,0.0,0.6099516749382019,0.475146621465683,-0.07665693759918213,0.0,0.7209561467170715,0.6616283655166626,-0.02591915987432003,0.0,0.7096017599105835,0.5465247631072998,-0.04487743228673935,0.0,0.6992526650428772,0.4781820774078369,-0.06356112658977509,0.0,0.6887125372886658,0.42121759057044983,-0.07741009443998337,0.0,0.7713586091995239,0.6684956550598145,-0.03860803321003914,0.0,0.7750537395477295,0.5572084188461304,-0.06064565107226372,0.0,0.7738145589828491,0.49012571573257446,-0.07503087818622589,0.0,0.7711107134819031,0.4345213770866394,-0.08464627712965012,0.0,0.8188636302947998,0.6979237198829651,-0.05356546491384506,0.0,0.8380758762359619,0.6142438054084778,-0.07238148897886276,0.0,0.8476097583770752,0.5589017868041992,-0.07756990939378738,0.0,0.8524609208106995,0.510449230670929,-0.08038514852523804,0.0
Chann,0.84037184715271,0.830752968788147,3.209433145912044e-07,0.0,0.7747882604598999,0.7843682765960693,-0.026732487604022026,0.0,0.7126861214637756,0.720571756362915,-0.04749508202075958,0.0,0.6570661664009094,0.677058756351471,-0.06813547760248184,0.0,0.6066960692405701,0.6647760272026062,-0.09015107899904251,0.0,0.7557991743087769,0.5766499638557434,-0.029024586081504822,0.0,0.7222601175308228,0.479706734418869,-0.054283566772937775,0.0,0.7012698650360107,0.42007702589035034,-0.07578808814287186,0.0,0.6845057606697083,0.3691293001174927,-0.09192663431167603,0.0,0.8002138137817383,0.5611725449562073,-0.036815717816352844,0.0,0.7906357049942017,0.4370599687099457,-0.05837787315249443,0.0,0.7853871583938599,0.3642618954181671,-0.0750458613038063,0.0,0.7816502451896667,0.3049224019050598,-0.08784284442663193,0.0,0.8446899056434631,0.5723775625228882,-0.04894738271832466,0.0,0.847083330154419,0.4535323977470398,-0.07219810783863068,0.0,0.8495833277702332,0.3844956159591675,-0.08686307072639465,0.0,0.8501749038696289,0.3273410201072693,-0.09712895005941391,0.0,0.8900479078292847,0.6018929481506348,-0.06384832412004471,0.0,0.915368914604187,0.5130945444107056,-0.08186347037553787,0.0,0.9286571145057678,0.45633193850517273,-0.08857187628746033,0.0,0.9361759424209595,0.4061417281627655,-0.09375070035457611,0.0
Chann,0.8575762510299683,0.7935135364532471,5.252902610664023e-07,0.0,0.7894792556762695,0.7565634250640869,-0.032040294259786606,0.0,0.7238128185272217,0.6970070004463196,-0.051937542855739594,0.0,0.6680613160133362,0.6543183922767639,-0.06946366280317307,0.0,0.6201045513153076,0.6286985874176025,-0.08680347353219986,0.0,0.7644348740577698,0.5516238808631897,-0.033558253198862076,0.0,0.7270248532295227,0.4505171775817871,-0.05757882446050644,0.0,0.7049936652183533,0.38753044605255127,-0.07647839933633804,0.0,0.6887738704681396,0.33243340253829956,-0.09024080634117126,0.0,0.8098998665809631,0.5290105938911438,-0.0360594242811203,0.0,0.7952151894569397,0.410097599029541,-0.053753551095724106,0.0,0.787664532661438,0.3369918465614319,-0.06832878291606903,0.0,0.7822403907775879,0.27858155965805054,-0.07973680645227432,0.0,0.8563089370727539,0.5344297885894775,-0.04290715605020523,0.0,0.8565635085105896,0.4268728494644165,-0.06217682734131813,0.0,0.8548146486282349,0.3641722500324249,-0.07421072572469711,0.0,0.8508719801902771,0.3102816641330719,-0.08295764774084091,0.0,0.9023582339286804,0.5598901510238647,-0.05290224403142929,0.0,0.9229981899261475,0.47652995586395264,-0.06965965032577515,0.0,0.932992160320282,0.4240477979183197,-0.07550273835659027,0.0,0.9387136101722717,0.3757169842720032,-0.07932828366756439,0.0
Chann,0.8718809485435486,0.7253908514976501,5.726488438995148e-07,0.0,0.8010653257369995,0.6907331943511963,-0.02709311991930008,0.0,0.7358386516571045,0.631716251373291,-0.04366485774517059,0.0,0.6847403049468994,0.5864713191986084,-0.05837482586503029,0.0,0.640724241733551,0.5587446689605713,-0.0730743482708931,0.0,0.7771764993667603,0.481846421957016,-0.027973957359790802,0.0,0.7442117929458618,0.3794054388999939,-0.04833477362990379,0.0,0.726659893989563,0.31713801622390747,-0.06462362408638,0.0,0.7122830152511597,0.263479620218277,-0.07661660015583038,0.0,0.824637234210968,0.4618564248085022,-0.03186902403831482,0.0,0.8137146830558777,0.3454882800579071,-0.047442298382520676,0.0,0.8083882331848145,0.27654358744621277,-0.060817163437604904,0.0,0.8035698533058167,0.221273273229599,-0.07103734463453293,0.0,0.8718242049217224,0.46870025992393494,-0.03970472887158394,0.0,0.8746232986450195,0.3643587827682495,-0.057967763394117355,0.0,0.8732089400291443,0.3026520013809204,-0.07020428776741028,0.0,0.8694167137145996,0.2487953007221222,-0.07905304431915283,0.0,0.9174857139587402,0.4957573711872101,-0.0500284880399704,0.0,0.9390628933906555,0.41551801562309265,-0.06709056347608566,0.0,0.9502777457237244,0.3643335700035095,-0.07361696660518646,0.0,0.9573859572410583,0.3162911534309387,-0.07763548195362091,0.0
Chann,0.8729298710823059,0.7042347192764282,5.776294074166799e-07,0.0,0.8023875951766968,0.6690038442611694,-0.03145584464073181,0.0,0.7386464476585388,0.600533664226532,-0.049261126667261124,0.0,0.6854050159454346,0.547296404838562,-0.0643797218799591,0.0,0.6345280408859253,0.5222503542900085,-0.07920536398887634,0.0,0.7804381847381592,0.4575580358505249,-0.029999228194355965,0.0,0.7493975758552551,0.3543458580970764,-0.05118788778781891,0.0,0.7325354218482971,0.29056355357170105,-0.06788897514343262,0.0,0.7205014824867249,0.2349722683429718,-0.08083422482013702,0.0,0.8279468417167664,0.4405173063278198,-0.0324866883456707,0.0,0.8195570707321167,0.3246707320213318,-0.04923234134912491,0.0,0.8155878782272339,0.25354182720184326,-0.06277407705783844,0.0,0.8122202157974243,0.1951923668384552,-0.07347705215215683,0.0,0.8743768930435181,0.4497939646244049,-0.03953104093670845,0.0,0.8782283067703247,0.3458518385887146,-0.06010998412966728,0.0,0.8786245584487915,0.2826055884361267,-0.07255270332098007,0.0,0.8768068552017212,0.2266327142715454,-0.08140922337770462,0.0,0.9183275699615479,0.47699692845344543,-0.049429479986429214,0.0,0.9407939910888672,0.3979141116142273,-0.06861080229282379,0.0,0.952121913433075,0.3471840023994446,-0.07590693235397339,0.0,0.9596260190010071,0.29839470982551575,-0.08076462894678116,0.0
Chann,0.8666432499885559,0.6923121213912964,5.46056185157795e-07,0.0,0.8000909686088562,0.661130428314209,-0.03439909592270851,0.0,0.7353340983390808,0.598042905330658,-0.053052984178066254,0.0,0.682746171951294,0.5440022349357605,-0.06840921193361282,0.0,0.6350823640823364,0.5150588750839233,-0.0836528092622757,0.0,0.7799897789955139,0.4499160349369049,-0.03265983611345291,0.0,0.7493027448654175,0.3494804799556732,-0.054618533700704575,0.0,0.7319791913032532,0.2866016626358032,-0.07241883128881454,0.0,0.7199193239212036,0.2308272123336792,-0.08630549907684326,0.0,0.8279324173927307,0.43164247274398804,-0.03392266482114792,0.0,0.8187331557273865,0.31704002618789673,-0.05114669352769852,0.0,0.8144187927246094,0.24562349915504456,-0.06560146063566208,0.0,0.811168909072876,0.18596455454826355,-0.07742571830749512,0.0,0.8740273118019104,0.4403361976146698,-0.03999020904302597,0.0,0.8772554993629456,0.3394056558609009,-0.06074497476220131,0.0,0.8770528435707092,0.2763962745666504,-0.07398823648691177,0.0,0.874820351600647,0.2207094430923462,-0.0838576927781105,0.0,0.9174750447273254,0.46702033281326294,-0.04924757406115532,0.0,0.938372015953064,0.39066439867019653,-0.06829939782619476,0.0,0.9502294063568115,0.3416980504989624,-0.07587605714797974,0.0,0.9581615328788757,0.29446104168891907,-0.08145739883184433,0.0
